229,220,167, roomclr
252,160,68, playerclr
#
577,690,125,720,0,223,212,147, path 2
0,660,540,60,1,236,88,110, bottom 1
740,660,540,60,1,236,88,110, bottom 2
0,0,1280,60,1,236,88,110, top 1
1220,0,60,720,1,236,88,110, right
0,0,60,720,1,236,88,110, left
#
80,76,50,0,57,197,57
80,146,50,0,57,197,57
80,216,50,0,57,197,57
80,286,50,0,57,197,57
80,356,50,0,57,197,57
80,426,50,0,57,197,57
80,496,50,0,57,197,57
80,566,50,0,57,197,57
80,636,50,0,57,197,57
150,70,50,0,57,197,57
150,140,50,0,57,197,57
150,210,50,0,57,197,57
150,280,50,0,57,197,57
150,350,50,0,57,197,57
150,420,50,0,57,197,57
150,490,50,0,57,197,57
150,560,50,0,57,197,57
150,630,50,0,57,197,57
220,76,50,0,57,197,57
220,146,50,0,57,197,57
220,216,50,0,57,197,57
220,286,50,0,57,197,57
220,356,50,0,57,197,57
220,426,50,0,57,197,57
220,496,50,0,57,197,57
220,566,50,0,57,197,57
220,636,50,0,57,197,57
290,70,50,0,57,197,57
290,140,50,0,57,197,57
290,210,50,0,57,197,57
290,280,50,0,57,197,57
290,350,50,0,57,197,57
290,420,50,0,57,197,57
290,490,50,0,57,197,57
290,560,50,0,57,197,57
290,630,50,0,57,197,57
360,76,50,0,57,197,57
360,146,50,0,57,197,57
360,216,50,0,57,197,57
360,286,50,0,57,197,57
360,356,50,0,57,197,57
360,426,50,0,57,197,57
360,496,50,0,57,197,57
360,566,50,0,57,197,57
360,636,50,0,57,197,57
430,70,50,0,57,197,57
430,140,50,0,57,197,57
430,210,50,0,57,197,57
430,280,50,0,57,197,57
430,350,50,0,57,197,57
430,420,50,0,57,197,57
430,490,50,0,57,197,57
430,560,50,0,57,197,57
430,630,50,0,57,197,57
500,76,50,0,57,197,57
500,146,50,0,57,197,57
500,216,50,0,57,197,57
500,286,50,0,57,197,57
500,356,50,0,57,197,57
500,426,50,0,57,197,57
500,496,50,0,57,197,57
500,566,50,0,57,197,57
570,70,50,0,57,197,57
570,140,50,0,57,197,57
570,210,50,0,57,197,57
570,280,50,0,57,197,57
570,350,50,0,57,197,57
570,420,50,0,57,197,57
570,490,50,0,57,197,57
640,76,50,0,57,197,57
640,146,50,0,57,197,57
640,216,50,0,57,197,57
640,286,50,0,57,197,57
640,356,50,0,57,197,57
640,426,50,0,57,197,57
640,496,50,0,57,197,57
710,70,50,0,57,197,57
710,140,50,0,57,197,57
710,210,50,0,57,197,57
710,280,50,0,57,197,57
710,350,50,0,57,197,57
710,420,50,0,57,197,57
710,490,50,0,57,197,57
710,560,50,0,57,197,57
780,76,50,0,57,197,57
780,146,50,0,57,197,57
780,216,50,0,57,197,57
780,286,50,0,57,197,57
780,356,50,0,57,197,57
780,426,50,0,57,197,57
780,496,50,0,57,197,57
780,566,50,0,57,197,57
780,636,50,0,57,197,57
850,70,50,0,57,197,57
850,140,50,0,57,197,57
850,210,50,0,57,197,57
850,280,50,0,57,197,57
850,350,50,0,57,197,57
850,420,50,0,57,197,57
850,490,50,0,57,197,57
850,560,50,0,57,197,57
850,630,50,0,57,197,57
920,76,50,0,57,197,57
920,146,50,0,57,197,57
920,216,50,0,57,197,57
920,286,50,0,57,197,57
920,356,50,0,57,197,57
920,426,50,0,57,197,57
920,496,50,0,57,197,57
920,566,50,0,57,197,57
920,636,50,0,57,197,57
990,70,50,0,57,197,57
990,140,50,0,57,197,57
990,210,50,0,57,197,57
990,280,50,0,57,197,57
990,350,50,0,57,197,57
990,420,50,0,57,197,57
990,490,50,0,57,197,57
990,560,50,0,57,197,57
990,630,50,0,57,197,57
1060,76,50,0,57,197,57
1060,146,50,0,57,197,57
1060,216,50,0,57,197,57
1060,286,50,0,57,197,57
1060,356,50,0,57,197,57
1060,426,50,0,57,197,57
1060,496,50,0,57,197,57
1060,566,50,0,57,197,57
1060,636,50,0,57,197,57
#
1280,0,1,720,90,5, right
0,0,1,720,270,9, left
0,0,720,1,0,7, up
0,720,720,1,180,14, down
#
0,0
#
1000,277,6,10
#
